sleep_duration,bedtime_hour,wake_hour,caffeine_intake,exercise_duration,screen_time_before_bed,stress_level,mood_before_sleep,sleep_interruptions,sleep_score,sleep_quality
9.2,20.4,5.6,Moderate,15.0,67.0,1,Sad,Yes,31.2,Poor
6.9,23.3,6.2,Moderate,20.0,38.0,3,Neutral,Yes,39.0,Poor
4.1,20.5,0.6,Low,43.0,46.0,7,Neutral,No,49.5,Average
6.8,1.0,7.9,Low,36.0,124.0,4,Happy,No,60.4,Average
7.4,22.1,5.5,Low,3.0,41.0,3,Neutral,No,59.9,Average
8.5,22.2,6.7,Low,94.0,125.0,6,Neutral,Yes,40.6,Average
8.1,0.8,9.0,Low,15.0,50.0,4,Neutral,No,54.0,Average
6.0,0.6,6.6,None,24.0,101.0,4,Happy,Yes,52.3,Average
5.2,1.2,6.4,Moderate,77.0,87.0,10,Anxious,No,9.1,Poor
8.0,2.8,10.8,None,17.0,8.0,4,Happy,Yes,68.8,Good
6.9,23.6,6.6,Low,26.0,44.0,5,Neutral,Yes,40.6,Average
7.3,23.9,7.2,High,92.0,224.0,4,Happy,No,53.2,Average
9.3,1.6,10.9,Moderate,4.0,2.0,4,Neutral,No,48.7,Average
7.3,0.1,7.4,Low,6.0,5.0,4,Anxious,No,61.2,Average
7.0,22.9,5.9,Low,19.0,11.0,0,Happy,Yes,73.0,Good
7.5,22.1,5.6,Moderate,78.0,61.0,8,Sad,No,46.6,Average
7.6,0.4,8.0,None,10.0,88.0,6,Happy,Yes,45.8,Average
9.8,21.1,7.0,None,6.0,63.0,5,Happy,No,53.7,Average
6.2,0.5,6.7,Low,10.0,15.0,3,Sad,No,57.9,Average
8.8,21.4,6.2,Low,152.0,131.0,9,Neutral,Yes,27.8,Poor
7.1,22.5,5.6,Low,154.0,28.0,6,Neutral,Yes,58.6,Average
6.3,23.6,5.9,Low,5.0,37.0,2,Neutral,Yes,39.9,Poor
8.2,22.9,7.1,Moderate,65.0,182.0,4,Sad,No,45.8,Average
7.6,20.6,4.2,High,50.0,44.0,6,Anxious,No,50.7,Average
4.5,20.2,0.6,Moderate,6.0,106.0,6,Anxious,No,0.0,Poor
7.3,21.6,5.0,High,25.0,45.0,3,Happy,No,65.9,Good
7.2,1.8,9.0,Moderate,1.0,2.0,8,Anxious,No,38.1,Poor
5.0,3.0,8.0,Moderate,33.0,59.0,6,Neutral,No,39.2,Poor
6.6,22.5,5.2,None,51.0,74.0,2,Neutral,Yes,57.6,Average
6.3,22.1,4.4,Low,37.0,25.0,9,Neutral,Yes,51.2,Average
8.3,24.0,8.3,High,24.0,47.0,4,Anxious,Yes,28.4,Poor
4.9,21.5,2.4,Moderate,8.0,7.0,1,Sad,No,39.2,Poor
5.1,0.1,5.1,None,83.0,53.0,2,Anxious,No,40.5,Average
5.7,22.0,3.8,None,3.0,50.0,3,Neutral,Yes,26.5,Poor
6.3,21.5,3.8,Moderate,14.0,122.0,6,Happy,Yes,19.3,Poor
6.5,22.0,4.5,Moderate,15.0,36.0,8,Anxious,Yes,4.6,Poor
8.5,22.5,7.1,Moderate,16.0,162.0,4,Anxious,No,37.6,Poor
5.3,23.0,4.2,High,24.0,38.0,4,Neutral,No,27.6,Poor
5.3,23.0,4.3,Low,16.0,105.0,0,Neutral,No,48.4,Average
6.2,20.5,2.7,High,33.0,16.0,6,Neutral,Yes,38.2,Poor
6.0,21.5,3.6,Low,15.0,45.0,0,Neutral,No,70.9,Good
7.9,22.9,6.8,Low,10.0,31.0,6,Neutral,No,55.3,Average
6.7,1.3,8.1,High,6.0,252.0,8,Sad,No,3.0,Poor
5.1,22.9,4.0,None,148.0,44.0,1,Happy,No,71.4,Good
9.1,23.5,8.6,None,15.0,243.0,3,Neutral,Yes,45.3,Average
8.9,22.3,7.2,Low,96.0,272.0,4,Anxious,Yes,33.9,Poor
8.4,1.2,9.6,Moderate,67.0,91.0,3,Neutral,No,62.4,Average
8.8,1.0,9.8,Low,27.0,130.0,7,Neutral,No,49.4,Average
5.1,21.4,2.5,Low,77.0,37.0,1,Neutral,Yes,44.7,Average
7.4,2.3,9.7,Moderate,7.0,71.0,5,Happy,Yes,24.8,Poor
7.8,23.6,7.3,Moderate,51.0,85.0,10,Sad,Yes,27.7,Poor
7.3,24.0,7.3,Low,9.0,47.0,8,Sad,No,49.2,Average
5.4,23.2,4.7,Moderate,145.0,111.0,6,Neutral,No,29.1,Poor
7.3,21.9,5.2,Low,37.0,30.0,2,Anxious,Yes,63.8,Average
6.2,21.9,4.2,None,72.0,45.0,8,Sad,Yes,40.7,Average
8.8,20.8,5.7,Moderate,108.0,28.0,3,Happy,No,88.0,Good
5.9,3.7,9.5,Moderate,17.0,14.0,3,Anxious,Yes,21.0,Poor
7.0,23.1,6.2,Low,27.0,38.0,7,Happy,No,70.1,Good
7.5,21.4,4.9,High,5.0,162.0,0,Happy,Yes,30.7,Poor
5.1,23.9,5.0,Low,86.0,115.0,3,Neutral,No,58.9,Average
8.2,3.4,11.6,Low,32.0,98.0,4,Happy,No,63.3,Average
5.9,2.0,7.9,Low,26.0,46.0,3,Sad,No,43.7,Average
7.1,23.7,6.8,Low,75.0,1.0,4,Anxious,No,74.7,Good
9.3,20.1,5.4,Low,63.0,80.0,0,Happy,No,85.2,Good
8.1,1.9,10.0,High,27.0,5.0,7,Neutral,No,60.6,Average
7.8,20.0,3.8,Low,12.0,12.0,3,Sad,No,63.4,Average
7.8,20.3,4.1,Low,124.0,18.0,7,Neutral,Yes,69.0,Good
3.9,21.5,1.4,Low,1.0,44.0,2,Happy,Yes,22.2,Poor
7.0,22.4,5.4,Moderate,41.0,60.0,2,Neutral,No,83.6,Good
6.1,20.5,2.6,None,19.0,86.0,9,Neutral,Yes,24.5,Poor
9.0,0.0,9.0,High,54.0,27.0,5,Neutral,No,62.7,Average
5.9,22.0,3.9,Low,22.0,119.0,6,Sad,No,31.4,Poor
5.5,22.6,4.1,None,41.0,79.0,5,Sad,No,36.8,Poor
6.5,23.4,5.9,Moderate,17.0,80.0,1,Neutral,Yes,40.2,Average
7.5,22.3,5.9,High,22.0,33.0,1,Neutral,Yes,58.2,Average
5.2,0.3,5.5,None,0.0,33.0,5,Happy,Yes,23.0,Poor
6.7,0.3,7.0,None,25.0,2.0,8,Happy,No,78.4,Good
5.6,1.0,6.6,Moderate,53.0,27.0,4,Neutral,No,67.3,Good
7.3,20.0,3.3,Low,21.0,8.0,4,Happy,No,87.1,Good
7.9,21.2,5.1,Low,16.0,86.0,6,Happy,Yes,45.4,Average
4.4,2.2,6.6,None,13.0,51.0,0,Sad,Yes,26.6,Poor
4.7,22.3,3.0,High,24.0,88.0,8,Happy,No,29.2,Poor
5.6,23.1,4.8,Low,32.0,300.0,0,Happy,Yes,36.0,Poor
4.9,1.7,6.5,Low,42.0,81.0,5,Neutral,No,38.3,Poor
9.1,21.9,7.0,High,51.0,66.0,4,Anxious,No,27.3,Poor
8.1,23.8,7.9,Moderate,7.0,3.0,8,Happy,No,65.7,Good
5.9,23.0,4.9,None,29.0,42.0,2,Happy,Yes,49.7,Average
9.8,22.4,8.2,Low,7.0,70.0,5,Anxious,Yes,13.6,Poor
6.5,1.5,7.9,Low,37.0,40.0,6,Neutral,No,64.5,Average
6.2,1.7,7.9,Low,71.0,32.0,0,Happy,Yes,69.4,Good
5.4,2.4,7.7,Low,21.0,26.0,5,Anxious,No,36.5,Poor
7.6,22.3,5.9,None,9.0,35.0,2,Happy,Yes,59.7,Average
5.5,23.1,4.6,None,102.0,162.0,5,Neutral,Yes,29.2,Poor
6.8,22.3,5.2,Moderate,3.0,30.0,4,Neutral,No,49.6,Average
7.4,22.5,5.9,Moderate,15.0,15.0,2,Neutral,No,80.2,Good
7.8,1.2,9.0,Low,39.0,2.0,0,Happy,Yes,83.7,Good
9.6,0.1,9.7,Moderate,6.0,87.0,0,Anxious,Yes,13.8,Poor
8.1,20.5,4.6,Low,2.0,55.0,5,Happy,No,66.0,Good
8.3,22.2,6.5,Low,22.0,117.0,1,Happy,No,80.7,Good
8.2,23.7,7.9,Moderate,43.0,240.0,3,Neutral,No,56.2,Average
7.0,1.5,8.6,Moderate,40.0,17.0,1,Happy,Yes,58.9,Average
6.4,21.9,4.3,None,12.0,10.0,0,Happy,No,82.7,Good
7.4,21.3,4.8,Moderate,13.0,182.0,3,Neutral,Yes,23.3,Poor
7.1,23.8,6.9,Low,0.0,67.0,8,Neutral,Yes,27.1,Poor
6.7,23.4,6.1,Low,10.0,17.0,4,Anxious,No,41.3,Average
7.5,22.0,5.5,Low,20.0,13.0,10,Neutral,No,67.3,Good
8.7,22.0,6.7,Low,2.0,45.0,5,Anxious,Yes,22.7,Poor
6.4,21.1,3.5,None,62.0,134.0,2,Neutral,No,62.7,Average
3.7,0.2,3.9,None,30.0,35.0,3,Anxious,No,49.5,Average
6.4,20.2,2.6,Moderate,58.0,18.0,3,Happy,Yes,56.7,Average
8.1,0.9,9.0,None,90.0,92.0,8,Anxious,No,55.6,Average
5.3,20.0,1.3,None,35.0,21.0,10,Neutral,Yes,36.8,Poor
6.0,22.8,4.8,Moderate,23.0,31.0,8,Neutral,No,35.8,Poor
9.5,0.0,9.5,Moderate,42.0,133.0,5,Anxious,Yes,18.3,Poor
5.4,23.0,4.3,None,54.0,138.0,8,Neutral,No,37.4,Poor
6.1,21.3,3.4,Moderate,37.0,5.0,1,Anxious,No,65.5,Good
8.1,23.6,7.7,Moderate,31.0,92.0,3,Happy,No,65.1,Good
5.4,23.5,4.9,None,131.0,40.0,6,Anxious,No,52.8,Average
6.7,0.6,7.2,Low,3.0,73.0,0,Happy,Yes,44.2,Average
8.9,22.6,7.4,None,9.0,58.0,0,Neutral,No,82.0,Good
7.8,22.7,6.5,Low,92.0,30.0,8,Anxious,Yes,46.1,Average
7.7,0.6,8.3,None,40.0,40.0,2,Sad,No,83.3,Good
7.3,21.5,4.8,Moderate,14.0,1.0,4,Anxious,No,44.6,Average
8.4,20.0,4.4,Low,6.0,105.0,4,Anxious,No,34.4,Poor
7.2,22.9,6.1,None,40.0,59.0,8,Anxious,Yes,46.2,Average
5.6,1.2,6.8,Moderate,13.0,22.0,7,Neutral,No,21.7,Poor
6.1,0.4,6.5,Low,18.0,40.0,6,Neutral,No,53.1,Average
7.2,23.1,6.3,High,33.0,4.0,6,Happy,No,75.3,Good
6.4,22.8,5.2,None,2.0,96.0,9,Sad,Yes,12.7,Poor
10.8,0.8,11.6,Low,21.0,25.0,5,Neutral,No,42.0,Average
4.9,23.8,4.7,None,23.0,121.0,5,Sad,No,26.1,Poor
4.9,0.1,5.0,High,62.0,61.0,2,Neutral,No,43.0,Average
7.0,20.4,3.4,Low,3.0,80.0,3,Anxious,Yes,27.0,Poor
9.2,23.0,8.2,High,45.0,101.0,6,Happy,Yes,40.9,Average
7.3,23.1,6.4,Moderate,18.0,30.0,1,Neutral,Yes,64.0,Average
7.8,21.8,5.7,Moderate,38.0,112.0,4,Neutral,No,58.8,Average
7.5,3.6,11.1,None,45.0,38.0,5,Happy,No,78.8,Good
8.5,21.2,5.8,Moderate,27.0,8.0,4,Sad,No,63.5,Average
8.0,3.7,11.7,High,3.0,18.0,5,Happy,No,56.7,Average
4.5,22.9,3.4,Moderate,2.0,82.0,3,Sad,No,24.3,Poor
6.1,20.0,2.1,Moderate,2.0,26.0,4,Anxious,No,37.2,Poor
6.1,1.1,7.2,Low,11.0,16.0,6,Neutral,Yes,34.2,Poor
8.5,0.3,8.8,Low,8.0,11.0,5,Neutral,No,70.4,Good
6.8,21.2,4.0,None,8.0,48.0,6,Happy,Yes,38.1,Poor
7.1,21.4,4.5,Moderate,33.0,74.0,4,Happy,Yes,53.9,Average
7.3,1.3,8.6,Low,32.0,97.0,4,Happy,No,81.4,Good
10.1,2.7,12.8,Low,47.0,19.0,9,Anxious,Yes,17.1,Poor
8.8,22.7,7.4,Low,57.0,79.0,4,Neutral,No,67.8,Good
7.6,0.0,7.6,None,40.0,31.0,4,Neutral,Yes,69.8,Good
3.5,22.0,1.5,None,80.0,20.0,1,Anxious,No,64.6,Average
8.1,21.7,5.8,Low,10.0,78.0,3,Neutral,No,49.8,Average
6.0,23.2,5.2,Moderate,24.0,29.0,4,Anxious,No,49.9,Average
7.2,0.5,7.7,Moderate,40.0,13.0,3,Anxious,No,59.8,Average
6.6,22.4,5.0,None,60.0,1.0,6,Sad,No,66.9,Good
7.5,22.8,6.3,Low,3.0,20.0,9,Anxious,No,58.1,Average
6.0,23.2,5.2,None,18.0,2.0,4,Neutral,No,59.0,Average
5.8,1.7,7.5,High,100.0,6.0,5,Happy,No,43.6,Average
6.0,21.6,3.5,High,51.0,4.0,4,Happy,No,59.4,Average
8.0,0.7,8.8,Low,54.0,154.0,3,Neutral,No,61.8,Average
5.7,0.2,6.0,High,18.0,75.0,0,Sad,No,33.3,Poor
6.9,20.6,3.5,Low,61.0,23.0,3,Anxious,No,69.2,Good
6.5,0.9,7.4,None,28.0,4.0,3,Happy,No,93.4,Good
6.0,23.5,5.4,High,4.0,15.0,1,Anxious,No,29.2,Poor
7.4,20.6,4.0,Moderate,10.0,30.0,3,Neutral,Yes,37.5,Poor
4.9,20.0,0.9,None,58.0,10.0,4,Neutral,No,63.3,Average
4.7,22.2,2.9,None,20.0,7.0,10,Anxious,No,32.3,Poor
7.2,23.7,6.9,Moderate,44.0,28.0,3,Sad,No,80.3,Good
6.7,22.1,4.8,Low,12.0,49.0,3,Happy,No,52.0,Average
7.4,0.4,7.8,Low,29.0,139.0,4,Anxious,No,46.5,Average
5.4,20.4,1.8,Moderate,2.0,53.0,1,Sad,Yes,7.6,Poor
5.6,23.0,4.6,Low,82.0,16.0,6,Anxious,No,43.8,Average
4.7,20.4,1.1,Moderate,29.0,5.0,6,Anxious,No,22.3,Poor
7.1,23.0,6.1,High,27.0,37.0,4,Happy,Yes,45.4,Average
5.6,1.3,6.9,Moderate,49.0,14.0,3,Neutral,No,54.0,Average
4.6,20.8,1.4,High,18.0,68.0,6,Happy,Yes,3.0,Poor
5.7,0.5,6.2,High,8.0,8.0,3,Happy,Yes,22.6,Poor
4.7,22.1,2.8,Moderate,30.0,104.0,3,Anxious,No,21.7,Poor
7.0,22.9,5.9,None,14.0,28.0,4,Neutral,No,74.0,Good
6.9,20.9,3.7,High,7.0,17.0,4,Neutral,Yes,26.1,Poor
7.5,22.3,5.8,Low,9.0,68.0,0,Sad,No,53.1,Average
5.7,1.8,7.5,Low,58.0,86.0,3,Neutral,Yes,29.6,Poor
4.6,0.2,4.8,Low,39.0,27.0,6,Neutral,No,57.9,Average
9.9,0.7,10.6,Moderate,68.0,38.0,5,Happy,Yes,47.8,Average
7.4,3.7,11.1,High,26.0,24.0,6,Neutral,No,58.4,Average
7.6,23.8,7.4,None,30.0,167.0,4,Neutral,No,65.0,Good
6.3,22.1,4.3,Low,128.0,15.0,4,Happy,No,82.0,Good
5.4,2.9,8.3,Low,161.0,14.0,0,Anxious,No,54.7,Average
6.8,22.8,5.6,Moderate,58.0,42.0,2,Sad,Yes,46.9,Average
7.6,20.0,3.6,Low,19.0,83.0,4,Neutral,No,69.4,Good
9.0,3.6,12.6,Low,89.0,10.0,1,Sad,No,73.0,Good
7.9,21.2,5.1,High,50.0,26.0,6,Neutral,Yes,45.6,Average
6.5,22.8,5.3,None,2.0,70.0,3,Happy,Yes,40.3,Average
7.7,20.0,3.7,None,73.0,125.0,5,Happy,Yes,53.8,Average
8.0,2.3,10.3,Moderate,30.0,123.0,6,Anxious,Yes,16.2,Poor
8.4,22.2,6.6,Low,137.0,41.0,4,Neutral,No,80.4,Good
6.5,22.3,4.8,Low,53.0,24.0,5,Sad,Yes,42.9,Average
6.0,21.0,2.9,High,180.0,105.0,2,Anxious,Yes,1.1,Poor
7.8,0.5,8.3,Low,9.0,28.0,7,Neutral,No,60.1,Average
9.4,2.9,12.3,None,93.0,143.0,4,Happy,No,56.5,Average
5.0,21.0,2.0,Low,79.0,200.0,4,Happy,No,50.8,Average
10.0,21.5,7.4,Low,12.0,53.0,9,Neutral,Yes,18.0,Poor
10.4,22.9,9.3,Low,33.0,29.0,7,Anxious,No,44.7,Average
6.3,20.1,2.5,High,37.0,114.0,5,Anxious,Yes,22.2,Poor
5.2,20.7,1.9,Low,68.0,144.0,5,Happy,Yes,28.7,Poor
7.4,23.0,6.4,None,36.0,49.0,6,Anxious,No,69.9,Good
6.6,1.0,7.7,Moderate,35.0,87.0,5,Sad,Yes,17.9,Poor
7.3,23.8,7.1,Low,4.0,41.0,4,Neutral,No,59.4,Average
6.4,22.3,4.8,None,14.0,44.0,7,Anxious,Yes,22.0,Poor
8.5,4.0,12.5,High,28.0,7.0,2,Neutral,No,64.6,Average
5.6,22.7,4.3,Low,27.0,35.0,3,Sad,No,42.3,Average
5.7,1.9,7.6,High,9.0,3.0,4,Sad,Yes,0.0,Poor
7.3,20.8,4.0,High,7.0,91.0,6,Neutral,No,24.9,Poor
7.4,23.9,7.3,None,35.0,94.0,5,Happy,No,74.6,Good
8.4,22.2,6.6,None,58.0,37.0,3,Neutral,No,87.8,Good
7.8,3.3,11.1,Low,65.0,18.0,3,Happy,No,90.2,Good
9.7,22.2,8.0,Moderate,17.0,25.0,2,Neutral,Yes,44.8,Average
9.7,2.3,12.0,None,86.0,2.0,2,Happy,No,86.6,Good
7.8,21.6,5.4,High,75.0,145.0,1,Sad,No,45.3,Average
9.0,20.0,5.0,High,92.0,62.0,6,Neutral,Yes,34.6,Poor
8.2,23.0,7.3,Low,15.0,44.0,7,Happy,No,65.4,Good
4.3,22.9,3.2,Low,65.0,27.0,7,Anxious,No,42.4,Average
5.1,21.4,2.5,Low,20.0,4.0,6,Sad,No,40.7,Average
6.3,2.5,8.8,High,23.0,45.0,4,Happy,No,65.0,Average
6.6,0.9,7.5,Low,1.0,67.0,5,Happy,Yes,21.0,Poor
6.5,1.7,8.2,High,23.0,37.0,1,Happy,No,61.3,Average
4.8,22.4,3.2,None,74.0,136.0,0,Happy,No,64.4,Average
9.0,21.3,6.2,Low,53.0,50.0,7,Anxious,No,65.3,Good
5.2,20.6,1.8,Low,10.0,75.0,7,Sad,Yes,4.5,Poor
4.6,1.2,5.8,Low,44.0,98.0,6,Neutral,No,45.0,Average
5.6,1.2,6.8,None,18.0,18.0,8,Sad,Yes,21.2,Poor
5.8,20.4,2.2,Moderate,39.0,3.0,7,Happy,No,49.3,Average
5.6,21.4,3.0,Low,15.0,50.0,6,Neutral,No,22.5,Poor
3.7,23.0,2.8,Low,55.0,2.0,6,Neutral,No,60.6,Average
4.6,22.3,2.9,Low,4.0,34.0,2,Happy,Yes,34.3,Poor
8.2,22.3,6.5,Low,20.0,16.0,8,Neutral,No,69.7,Good
6.8,23.4,6.2,High,34.0,40.0,7,Neutral,No,49.8,Average
7.8,0.4,8.2,Moderate,28.0,49.0,6,Neutral,No,66.6,Good
5.7,2.1,7.8,Moderate,18.0,65.0,3,Neutral,No,30.3,Poor
10.1,22.3,8.3,None,25.0,289.0,6,Neutral,Yes,10.5,Poor
6.8,0.6,7.3,Moderate,36.0,46.0,6,Neutral,Yes,41.8,Average
8.4,21.0,5.4,Moderate,84.0,45.0,5,Anxious,Yes,34.8,Poor
7.4,2.8,10.3,Moderate,4.0,240.0,6,Anxious,Yes,0.5,Poor
10.0,22.7,8.7,Moderate,60.0,28.0,6,Happy,Yes,35.5,Poor
8.8,1.9,10.7,Moderate,37.0,34.0,3,Happy,Yes,65.7,Good
6.3,23.2,5.5,High,45.0,69.0,8,Happy,No,36.5,Poor
7.5,22.3,5.9,Low,9.0,3.0,0,Neutral,Yes,61.3,Average
7.2,2.5,9.6,High,59.0,33.0,6,Neutral,No,55.5,Average
4.5,1.6,6.1,Low,6.0,56.0,6,Happy,No,36.4,Poor
6.7,23.9,6.5,Low,61.0,63.0,3,Anxious,No,52.2,Average
6.8,4.0,10.8,None,5.0,24.0,6,Happy,No,62.0,Average
5.1,20.0,1.1,High,6.0,59.0,6,Sad,Yes,0.0,Poor
5.1,21.6,2.7,None,34.0,25.0,9,Neutral,No,54.4,Average
6.5,21.1,3.6,Low,10.0,21.0,6,Neutral,No,58.8,Average
6.1,2.2,8.3,Moderate,53.0,65.0,6,Neutral,No,47.8,Average
7.1,21.3,4.4,Low,23.0,81.0,5,Neutral,No,58.1,Average
6.2,3.9,10.1,Moderate,13.0,28.0,0,Sad,No,52.8,Average
8.4,0.8,9.3,Low,87.0,42.0,5,Anxious,No,63.9,Average
7.2,20.5,3.7,Moderate,65.0,7.0,1,Happy,No,92.1,Good
10.0,23.2,9.2,High,35.0,33.0,4,Neutral,No,49.1,Average
6.1,23.6,5.7,Moderate,26.0,17.0,6,Neutral,No,62.0,Average
7.6,20.7,4.2,High,17.0,63.0,9,Neutral,Yes,7.9,Poor
7.0,23.2,6.2,Low,24.0,53.0,3,Neutral,No,69.9,Good
5.5,2.7,8.2,None,6.0,9.0,8,Happy,No,43.3,Average
7.7,23.4,7.1,Low,75.0,205.0,6,Anxious,No,45.9,Average
7.9,1.7,9.6,None,16.0,53.0,5,Neutral,Yes,55.9,Average
7.2,3.4,10.6,Low,8.0,8.0,1,Happy,No,83.9,Good
7.1,0.1,7.2,None,64.0,77.0,3,Neutral,No,82.5,Good
9.2,23.1,8.2,Low,57.0,65.0,7,Neutral,No,55.7,Average
6.3,21.8,4.2,Low,13.0,19.0,0,Neutral,No,73.8,Good
8.0,21.5,5.4,None,39.0,139.0,2,Anxious,No,62.8,Average
4.8,20.0,0.8,Moderate,10.0,42.0,4,Sad,No,24.9,Poor
7.1,0.1,7.1,Moderate,10.0,16.0,6,Neutral,Yes,42.7,Average
6.2,20.0,2.2,High,16.0,164.0,5,Happy,Yes,12.4,Poor
6.2,20.0,2.2,High,80.0,2.0,4,Sad,No,47.0,Average
7.4,0.5,8.0,None,61.0,65.0,4,Sad,No,67.1,Good
6.2,20.0,2.2,Moderate,2.0,95.0,3,Neutral,Yes,16.5,Poor
7.9,22.6,6.5,None,25.0,78.0,4,Neutral,No,70.7,Good
6.7,20.5,3.2,Moderate,111.0,5.0,3,Anxious,No,56.2,Average
7.3,0.1,7.4,Moderate,85.0,56.0,4,Sad,No,68.1,Good
4.6,20.5,1.1,Low,48.0,38.0,5,Anxious,No,41.4,Average
8.7,20.9,5.6,High,15.0,185.0,6,Happy,Yes,20.0,Poor
6.9,1.5,8.5,Low,28.0,6.0,3,Neutral,No,75.7,Good
7.4,20.0,3.4,Low,40.0,132.0,4,Anxious,No,44.2,Average
7.2,23.5,6.8,Moderate,92.0,96.0,5,Happy,Yes,47.0,Average
5.6,23.7,5.3,None,12.0,38.0,7,Sad,Yes,11.5,Poor
5.1,23.6,4.7,Low,25.0,35.0,7,Anxious,No,42.7,Average
4.8,20.8,1.5,Low,44.0,5.0,5,Neutral,No,57.5,Average
5.7,23.3,5.0,Low,8.0,2.0,5,Happy,No,50.6,Average
8.1,0.3,8.3,Low,1.0,100.0,5,Neutral,No,53.8,Average
8.1,1.8,9.9,Low,33.0,23.0,0,Happy,Yes,78.2,Good
6.9,21.7,4.5,High,36.0,7.0,7,Neutral,No,57.5,Average
7.8,23.1,6.9,High,3.0,69.0,5,Neutral,No,38.7,Poor
5.9,23.2,5.2,Moderate,1.0,107.0,2,Neutral,No,26.6,Poor
7.6,23.5,7.2,Moderate,46.0,106.0,5,Neutral,No,65.3,Good
5.9,23.9,5.8,Low,12.0,47.0,4,Happy,No,41.1,Average
11.0,0.1,11.1,Low,6.0,24.0,3,Anxious,No,28.3,Poor
7.1,2.4,9.5,Moderate,42.0,97.0,6,Sad,No,52.9,Average
7.7,23.2,6.8,Low,46.0,16.0,7,Happy,No,86.2,Good
9.0,3.2,12.2,Moderate,14.0,107.0,6,Sad,Yes,14.5,Poor
8.2,22.0,6.2,Moderate,80.0,212.0,5,Anxious,No,33.8,Poor
6.2,20.0,2.2,Moderate,13.0,86.0,9,Anxious,No,7.1,Poor
6.0,21.2,3.2,None,18.0,288.0,3,Happy,Yes,34.4,Poor
5.2,2.3,7.6,Low,18.0,7.0,4,Happy,No,60.5,Average
4.2,0.0,4.3,Low,4.0,45.0,1,Neutral,No,48.4,Average
7.5,20.0,3.5,Low,3.0,71.0,2,Happy,No,68.7,Good
7.1,23.2,6.3,High,90.0,54.0,3,Happy,No,81.3,Good
7.3,22.1,5.3,Moderate,33.0,78.0,2,Sad,No,53.9,Average
7.1,0.2,7.3,Low,13.0,15.0,2,Neutral,Yes,58.8,Average
4.8,0.2,5.0,Moderate,14.0,50.0,9,Happy,No,26.4,Poor
6.1,20.0,2.1,High,49.0,29.0,8,Happy,Yes,39.2,Poor
6.6,2.4,8.9,Low,68.0,44.0,0,Happy,No,82.5,Good
6.6,3.7,10.3,Low,17.0,27.0,4,Sad,Yes,39.1,Poor
8.2,3.1,11.3,Moderate,28.0,36.0,2,Happy,No,77.6,Good
7.3,0.3,7.5,Low,32.0,84.0,5,Neutral,Yes,42.5,Average
9.1,22.6,7.6,Moderate,25.0,43.0,6,Neutral,No,55.7,Average
6.5,0.8,7.3,Low,25.0,98.0,5,Happy,No,53.2,Average
5.3,0.8,6.1,High,82.0,13.0,5,Happy,Yes,36.2,Poor
6.0,23.5,5.5,Low,21.0,65.0,7,Sad,No,24.0,Poor
8.4,0.0,8.4,Low,6.0,19.0,8,Happy,Yes,53.2,Average
4.8,21.7,2.5,Moderate,88.0,13.0,5,Anxious,No,35.5,Poor
5.3,0.9,6.2,Low,59.0,27.0,7,Anxious,Yes,26.8,Poor
7.0,0.5,7.5,Moderate,15.0,89.0,1,Neutral,No,60.2,Average
6.3,1.0,7.4,Moderate,140.0,29.0,8,Happy,No,67.0,Good
8.0,21.0,5.0,None,12.0,40.0,7,Neutral,Yes,38.2,Poor
7.1,22.6,5.7,Moderate,18.0,46.0,7,Anxious,Yes,28.6,Poor
6.4,23.1,5.5,Low,3.0,39.0,5,Neutral,No,55.0,Average
8.0,21.5,5.4,None,6.0,16.0,5,Happy,No,68.3,Good
5.6,20.9,2.5,High,13.0,45.0,5,Neutral,Yes,0.0,Poor
7.9,21.6,5.5,Moderate,2.0,37.0,1,Neutral,Yes,48.9,Average
3.4,23.6,3.0,Low,15.0,1.0,3,Anxious,No,30.3,Poor
7.5,23.2,6.7,Low,6.0,121.0,6,Neutral,No,35.0,Poor
10.7,23.4,10.0,None,23.0,163.0,3,Happy,No,44.4,Average
7.1,23.2,6.3,High,41.0,11.0,10,Happy,No,59.8,Average
7.7,20.0,3.7,High,47.0,47.0,5,Neutral,No,67.4,Good
6.4,20.6,3.0,High,28.0,77.0,6,Anxious,No,29.6,Poor
8.4,23.6,8.0,None,93.0,135.0,4,Anxious,No,46.9,Average
7.5,23.3,6.8,Moderate,176.0,36.0,8,Sad,No,60.2,Average
5.6,23.9,5.6,High,17.0,79.0,4,Happy,No,27.3,Poor
7.2,0.4,7.6,None,34.0,48.0,5,Sad,No,74.8,Good
8.0,23.0,7.0,Low,92.0,276.0,6,Happy,No,75.8,Good
5.8,1.8,7.5,Low,46.0,23.0,4,Sad,No,44.1,Average
8.3,21.6,5.9,Moderate,9.0,10.0,3,Sad,Yes,43.0,Average
5.8,20.0,1.8,Low,25.0,1.0,5,Happy,No,45.6,Average
6.8,0.2,7.0,Moderate,49.0,28.0,3,Neutral,No,71.1,Good
7.8,0.8,8.6,Low,160.0,40.0,5,Neutral,No,77.4,Good
7.0,22.9,5.9,Low,22.0,61.0,9,Neutral,Yes,19.8,Poor
6.2,23.4,5.6,None,26.0,25.0,7,Anxious,No,54.9,Average
5.4,23.0,4.4,None,29.0,108.0,3,Sad,Yes,27.8,Poor
7.7,4.0,11.7,None,163.0,63.0,4,Neutral,No,73.3,Good
